DATE,TIME,AP1,AP2,AP3,AP4,AP5,AV1,AV2,AV3,AV4,AV5,BP1,BP2,BP3,BP4,BP5,BV1,BV2,BV3,BV4,BV5
20181213,092501,10.76,10.77,10.78,10.79,10.8,11700,1000,13200,30600,32800,10.75,10.74,10.73,10.72,10.71,31000,14000,22600,2000,51100
20181213,092501,10.76,10.77,10.78,10.79,10.8,11700,1000,13200,30600,32800,10.75,10.74,10.73,10.72,10.71,31000,14000,22600,2000,51100
20181213,092501,10.76,10.77,10.78,10.79,10.8,11700,1000,13200,30600,32800,10.75,10.74,10.73,10.72,10.71,31000,14000,22600,2000,51100
20181213,092501,10.76,10.77,10.78,10.79,10.8,11700,1000,13200,30600,32800,10.75,10.74,10.73,10.72,10.71,31000,14000,22600,2000,51100
20181213,093002,10.77,10.78,10.79,10.8,10.81,32500,13700,33100,36800,1300,10.76,10.75,10.74,10.73,10.72,9860,35000,13100,22600,19000
20181213,093005,10.78,10.79,10.8,10.81,10.82,11000,33100,25300,3800,21600,10.77,10.76,10.75,10.74,10.73,4900,5800,59900,8100,22600
20181213,093008,10.79,10.8,10.81,10.82,10.83,33100,25300,3800,21600,74600,10.78,10.77,10.76,10.75,10.74,37900,5500,6000,46800,8100
20181213,093011,10.79,10.8,10.81,10.82,10.83,33100,25300,3800,21600,74600,10.78,10.77,10.76,10.75,10.74,40400,6700,4400,46800,8100
20181213,093014,10.79,10.8,10.81,10.82,10.83,38900,25300,3800,21600,74600,10.78,10.77,10.76,10.75,10.74,41200,4900,4400,46800,8100
20181213,093017,10.79,10.8,10.81,10.82,10.83,36800,25300,3800,21600,74600,10.78,10.77,10.76,10.75,10.74,40700,4900,4300,46800,8100
20181213,093020,10.79,10.8,10.81,10.82,10.83,51900,25300,3800,21600,74600,10.78,10.77,10.76,10.75,10.74,9200,4900,4300,46200,8100
20181213,093023,10.79,10.8,10.81,10.82,10.83,400,25300,3800,21600,74600,10.78,10.77,10.76,10.75,10.74,9000,4900,4300,46000,8100
20181213,093026,10.79,10.8,10.81,10.82,10.83,10400,25300,3800,22600,74600,10.78,10.77,10.76,10.75,10.74,53700,4900,4300,45900,8100
20181213,093029,10.79,10.8,10.81,10.82,10.83,10600,25300,13800,22600,74600,10.78,10.77,10.76,10.75,10.74,53700,4900,4300,45900,8100
20181213,093032,10.8,10.81,10.82,10.83,10.84,25300,13800,22600,74600,34300,10.79,10.78,10.77,10.76,10.75,37600,6200,4900,4300,45900
20181213,093035,10.8,10.81,10.82,10.83,10.84,26300,13800,32600,74600,34300,10.79,10.78,10.77,10.76,10.75,35200,6700,3400,4300,45900
20181213,093038,10.8,10.81,10.82,10.83,10.84,30400,13800,33600,74600,42300,10.79,10.78,10.77,10.76,10.75,30500,5500,2400,4300,45900
20181213,093041,10.8,10.81,10.82,10.83,10.84,36200,13800,33600,74600,42300,10.79,10.78,10.77,10.76,10.75,37200,5500,2400,4300,45900
20181213,093044,10.8,10.81,10.82,10.83,10.84,81477,13800,33600,85000,42300,10.79,10.78,10.77,10.76,10.75,35500,5500,2400,4300,45900
20181213,093047,10.8,10.81,10.82,10.83,10.84,80777,13800,35600,85000,42300,10.79,10.78,10.77,10.76,10.75,3600,1800,2400,4300,45900
20181213,093050,10.8,10.81,10.82,10.83,10.84,89277,13800,35600,85000,42300,10.79,10.78,10.77,10.76,10.75,2300,1800,2400,4200,45900
20181213,093053,10.79,10.8,10.81,10.82,10.83,7300,90277,13800,35600,85000,10.78,10.77,10.76,10.75,10.74,1800,2400,4200,46300,8100
20181213,093056,10.79,10.8,10.81,10.82,10.83,4300,90277,13800,35600,85000,10.78,10.77,10.76,10.75,10.74,1800,2400,4200,46300,8100
20181213,093059,10.79,10.8,10.81,10.82,10.83,4300,90277,13800,35600,85000,10.78,10.77,10.76,10.75,10.74,1800,2400,4200,46300,8100
20181213,093102,10.79,10.8,10.81,10.82,10.83,10000,73777,13800,35600,85000,10.78,10.77,10.76,10.75,10.74,2600,2400,4200,46300,8100
20181213,093105,10.79,10.8,10.81,10.82,10.83,14200,67177,13800,35600,85000,10.78,10.77,10.76,10.75,10.74,6800,2400,4200,45300,8100
20181213,093108,10.79,10.8,10.81,10.82,10.83,72200,69177,13800,35600,74600,10.78,10.77,10.76,10.75,10.74,5800,2400,4200,45300,8100
20181213,093111,10.78,10.79,10.8,10.81,10.82,300,68400,65377,18800,35600,10.77,10.76,10.75,10.74,10.73,2100,4200,45300,8100,21600
20181213,093114,10.79,10.8,10.81,10.82,10.83,70400,65377,18800,35600,74600,10.77,10.76,10.75,10.74,10.73,3200,4200,45300,8100,21600
20181213,093117,10.79,10.8,10.81,10.82,10.83,68000,65377,18800,35600,74600,10.77,10.76,10.75,10.74,10.73,3400,4200,45300,8100,21600
20181213,093120,10.79,10.8,10.81,10.82,10.83,56100,75377,18800,35600,74600,10.77,10.76,10.75,10.74,10.73,4100,4200,45300,8100,21600
20181213,093123,10.79,10.8,10.81,10.82,10.83,56100,75377,29200,35600,74600,10.77,10.76,10.75,10.74,10.73,4100,4200,45300,8100,21600
20181213,093126,10.78,10.79,10.8,10.81,10.82,17700,64900,75177,29200,35600,10.77,10.76,10.75,10.74,10.73,4100,4200,45300,8100,21600
20181213,093129,10.78,10.79,10.8,10.81,10.82,13500,64900,75177,29200,35600,10.77,10.76,10.75,10.74,10.73,4100,4200,45300,8100,21600
20181213,093132,10.77,10.78,10.79,10.8,10.81,1100,30300,45300,75177,29200,10.75,10.74,10.73,10.72,10.71,42100,8100,41600,29000,54200
20181213,093135,10.77,10.78,10.79,10.8,10.81,100,24000,45300,75177,29200,10.76,10.75,10.74,10.73,10.72,2500,51500,8100,41600,29000
20181213,093138,10.76,10.77,10.78,10.79,10.8,900,22100,7000,45300,75177,10.75,10.74,10.73,10.72,10.71,46400,8100,41600,29000,54200
20181213,093141,10.77,10.78,10.79,10.8,10.81,16800,20400,45300,75177,18800,10.76,10.75,10.74,10.73,10.72,2800,61600,8100,41600,29000
20181213,093144,10.77,10.78,10.79,10.8,10.81,10400,20400,45300,75177,18800,10.76,10.75,10.74,10.73,10.72,21200,52500,8100,41600,29000
20181213,093147,10.78,10.79,10.8,10.81,10.82,18400,45300,75177,18800,35600,10.77,10.76,10.75,10.74,10.73,1600,20400,52500,8100,41600
20181213,093150,10.77,10.78,10.79,10.8,10.81,200,600,43500,75177,18800,10.76,10.75,10.74,10.73,10.72,20300,52500,8100,41600,29000
20181213,093153,10.77,10.78,10.79,10.8,10.81,5800,600,43500,73177,18800,10.76,10.75,10.74,10.73,10.72,27700,52500,8100,41600,29000
20181213,093156,10.77,10.79,10.8,10.81,10.82,8700,47500,73177,16300,35600,10.76,10.75,10.74,10.73,10.72,28600,52500,8100,41600,29000
20181213,093159,10.77,10.79,10.8,10.81,10.82,6800,49600,73177,16300,35600,10.76,10.75,10.74,10.73,10.72,26400,52500,8100,41600,29000
20181213,093202,10.77,10.79,10.8,10.81,10.82,6800,60000,73177,16300,35600,10.76,10.75,10.74,10.73,10.72,28000,52500,8100,41600,29000
20181213,093205,10.79,10.8,10.81,10.82,10.83,43600,73177,16300,37600,74600,10.77,10.76,10.75,10.74,10.73,800,28200,52500,8100,41600
20181213,093208,10.77,10.78,10.79,10.8,10.81,27500,4500,51200,73177,16300,10.76,10.75,10.74,10.73,10.72,20600,52500,8100,41600,29000
20181213,093211,10.77,10.78,10.79,10.8,10.81,25400,6500,51200,73177,16300,10.76,10.75,10.74,10.73,10.72,32400,52500,8100,41600,29000
20181213,093214,10.77,10.78,10.79,10.8,10.81,26900,9500,43900,73177,16300,10.76,10.75,10.74,10.73,10.72,35100,52500,8100,41600,29000
20181213,093217,10.77,10.78,10.79,10.8,10.81,24700,9500,43900,73177,16300,10.76,10.75,10.74,10.73,10.72,32900,52500,8100,41600,29000
20181213,093220,10.77,10.78,10.79,10.8,10.81,25200,9500,43900,73177,16300,10.76,10.75,10.74,10.73,10.72,32500,52500,8100,41600,29000
20181213,093223,10.77,10.78,10.79,10.8,10.81,25400,11500,46400,73177,16300,10.76,10.75,10.74,10.73,10.72,32500,53000,8100,41600,29000
20181213,093226,10.77,10.78,10.79,10.8,10.81,25400,11500,46400,73177,16300,10.76,10.75,10.74,10.73,10.72,33100,53000,8100,41600,29000
20181213,093229,10.77,10.78,10.79,10.8,10.81,25500,11500,46400,73177,16300,10.76,10.75,10.74,10.73,10.72,33000,53000,8100,41600,29000
20181213,093232,10.77,10.78,10.79,10.8,10.81,23900,11500,46400,73177,78800,10.76,10.75,10.74,10.73,10.72,27300,53000,8100,41600,29000
20181213,093235,10.77,10.78,10.79,10.8,10.81,23800,11500,46400,73177,78800,10.76,10.75,10.74,10.73,10.72,27000,53000,8100,41600,29000
20181213,093238,10.77,10.78,10.79,10.8,10.81,19700,31700,46400,73177,78800,10.76,10.75,10.74,10.73,10.72,26000,53000,8100,41600,29000
20181213,093241,10.77,10.78,10.79,10.8,10.81,25200,31700,46400,73177,78800,10.76,10.75,10.74,10.73,10.72,27100,53000,8100,41600,29000
20181213,093244,10.77,10.78,10.79,10.8,10.81,18900,31700,36000,73177,78800,10.76,10.75,10.74,10.73,10.72,27100,53000,8100,41600,29000
20181213,093247,10.77,10.78,10.79,10.8,10.81,17900,31700,36000,73177,78800,10.76,10.75,10.74,10.73,10.72,28200,53000,8100,41600,29000
20181213,093250,10.77,10.78,10.79,10.8,10.81,17700,31700,36000,73177,78800,10.76,10.75,10.74,10.73,10.72,28200,53000,8100,41600,29000
20181213,093253,10.77,10.78,10.79,10.8,10.81,28200,31700,36000,73177,78800,10.76,10.75,10.74,10.73,10.72,28200,58000,8100,41600,29000
20181213,093256,10.77,10.78,10.79,10.8,10.81,28200,31700,36000,73177,78800,10.76,10.75,10.74,10.73,10.72,28200,58000,8100,41600,29000
20181213,093259,10.77,10.78,10.79,10.8,10.81,32400,31700,36000,74177,78800,10.76,10.75,10.74,10.73,10.72,27900,58000,8100,41600,29000
20181213,093302,10.77,10.78,10.79,10.8,10.81,27600,31700,42000,74177,78800,10.76,10.75,10.74,10.73,10.72,23800,58000,8100,41600,29000
20181213,093305,10.77,10.78,10.79,10.8,10.81,26300,31700,42300,74177,78800,10.76,10.75,10.74,10.73,10.72,45000,68000,8100,41600,29000
20181213,093308,10.78,10.79,10.8,10.81,10.82,29600,42300,74177,78800,37600,10.76,10.75,10.74,10.73,10.72,46200,68000,8100,41600,29000
20181213,093311,10.78,10.79,10.8,10.81,10.82,28500,42300,74177,78800,37600,10.77,10.76,10.75,10.74,10.73,6300,46500,68000,8100,41600
20181213,093314,10.78,10.79,10.8,10.81,10.82,23000,42300,74177,78800,37600,10.77,10.76,10.75,10.74,10.73,1800,39300,68000,8100,41600
20181213,093317,10.78,10.79,10.8,10.81,10.82,22700,43300,74177,78800,37600,10.77,10.76,10.75,10.74,10.73,5800,39200,68000,8100,41600
20181213,093320,10.78,10.79,10.8,10.81,10.82,22700,43300,74177,78800,37600,10.77,10.76,10.75,10.74,10.73,6200,39100,68000,8100,41600
20181213,093323,10.78,10.79,10.8,10.81,10.82,21300,43300,74177,78800,37600,10.77,10.76,10.75,10.74,10.73,1543,49100,68000,8100,41600
20181213,093326,10.78,10.79,10.8,10.81,10.82,21300,43300,74177,78800,37600,10.77,10.76,10.75,10.74,10.73,343,48500,68000,6100,41600
20181213,093329,10.78,10.79,10.8,10.81,10.82,8600,43300,76877,78800,37600,10.77,10.76,10.75,10.74,10.73,1643,48500,68000,6100,41600
20181213,093332,10.79,10.8,10.81,10.82,10.83,42100,76877,78800,38000,76700,10.78,10.77,10.76,10.75,10.74,1300,2043,48000,68000,6100
20181213,093335,10.78,10.79,10.8,10.81,10.82,7000,42100,76877,78800,38000,10.77,10.76,10.75,10.74,10.73,1243,47500,68000,6100,41600
20181213,093338,10.78,10.79,10.8,10.81,10.82,7300,42100,76877,78800,38000,10.77,10.76,10.75,10.74,10.73,1643,14300,68000,6100,41600
20181213,093341,10.78,10.79,10.8,10.81,10.82,6000,42100,74177,78800,38000,10.76,10.75,10.74,10.73,10.72,10843,68000,6100,41600,29000
20181213,093344,10.77,10.78,10.79,10.8,10.81,800,6000,42100,74177,78800,10.76,10.75,10.74,10.73,10.72,12343,68000,6100,41600,29000
20181213,093347,10.77,10.78,10.79,10.8,10.81,800,6000,41800,74177,78800,10.76,10.75,10.74,10.73,10.72,12343,68000,6100,41600,29000
20181213,093350,10.77,10.78,10.79,10.8,10.81,6600,6000,41800,74177,78800,10.76,10.75,10.74,10.73,10.72,12443,68000,6100,41600,29000
20181213,093353,10.77,10.78,10.79,10.8,10.81,6600,7700,41800,74177,78800,10.76,10.75,10.74,10.73,10.72,12443,68000,6100,41600,29000
20181213,093356,10.77,10.78,10.79,10.8,10.81,6600,7700,40800,74177,78800,10.76,10.75,10.74,10.73,10.72,19643,68000,6100,41600,29000
20181213,093359,10.77,10.78,10.79,10.8,10.81,12400,10700,50100,83177,78800,10.76,10.75,10.74,10.73,10.72,19643,68000,6100,41600,29000
20181213,093402,10.77,10.78,10.79,10.8,10.81,11600,11900,50100,83177,78800,10.76,10.75,10.74,10.73,10.72,22743,68000,6100,41600,29000
20181213,093405,10.77,10.78,10.79,10.8,10.81,11900,11900,50100,83177,78800,10.76,10.75,10.74,10.73,10.72,22343,68000,6100,41600,29000
20181213,093408,10.77,10.78,10.79,10.8,10.81,6600,12900,50100,83177,78800,10.76,10.75,10.74,10.73,10.72,22043,69000,6100,41600,29000
20181213,093411,10.77,10.78,10.79,10.8,10.81,2000,4600,48900,83177,78800,10.76,10.75,10.74,10.73,10.72,22043,69000,6100,41600,29000
20181213,093414,10.78,10.79,10.8,10.81,10.82,3500,48900,83177,78800,40700,10.77,10.76,10.75,10.74,10.73,10600,29043,69000,6100,41600
20181213,093417,10.79,10.8,10.81,10.82,10.83,49900,83177,78800,42700,80100,10.78,10.77,10.76,10.75,10.74,1600,13400,27443,69000,6100
20181213,093420,10.79,10.8,10.81,10.82,10.83,49600,83177,78800,42700,80100,10.78,10.77,10.76,10.75,10.74,4300,12100,26743,69000,6100
20181213,093423,10.79,10.8,10.81,10.82,10.83,49200,83177,78800,43100,80100,10.78,10.77,10.76,10.75,10.74,22300,12100,25843,69000,6100
20181213,093426,10.79,10.8,10.81,10.82,10.83,50200,83177,78800,43100,80100,10.78,10.77,10.76,10.75,10.74,22300,10800,25843,74000,6600
20181213,093429,10.79,10.8,10.81,10.82,10.83,50200,83177,78800,43100,80100,10.78,10.77,10.76,10.75,10.74,22400,10700,25843,74000,6600
20181213,093432,10.79,10.8,10.81,10.82,10.83,28400,83177,78800,43100,80100,10.78,10.77,10.76,10.75,10.74,20800,10700,25843,74000,6600
20181213,093435,10.78,10.79,10.8,10.81,10.82,36800,21300,83177,78800,43100,10.77,10.76,10.75,10.74,10.73,10700,18243,74000,6600,41600
20181213,093438,10.78,10.79,10.8,10.81,10.82,36400,23600,83177,78800,43100,10.77,10.76,10.75,10.74,10.73,11500,18243,74000,6600,41600
20181213,093441,10.78,10.79,10.8,10.81,10.82,29900,25600,83177,78800,43100,10.77,10.76,10.75,10.74,10.73,10700,18243,74000,9600,41600
20181213,093444,10.78,10.79,10.8,10.81,10.82,28400,25600,83177,78800,43100,10.77,10.76,10.75,10.74,10.73,11400,18243,74000,9600,41600
20181213,093447,10.78,10.79,10.8,10.81,10.82,27000,39100,83177,78800,40600,10.77,10.76,10.75,10.74,10.73,8600,18243,74000,9600,41600
20181213,093450,10.78,10.79,10.8,10.81,10.82,25000,42700,88177,78800,31200,10.77,10.76,10.75,10.74,10.73,11900,18243,74000,9600,41600
20181213,093453,10.78,10.79,10.8,10.81,10.82,25800,44700,88177,78800,31200,10.77,10.76,10.75,10.74,10.73,11900,18243,74000,9600,41600
20181213,093456,10.78,10.79,10.8,10.81,10.82,24800,44600,88177,78800,31200,10.77,10.76,10.75,10.74,10.73,11900,18243,74000,9600,41600
20181213,093459,10.78,10.79,10.8,10.81,10.82,24800,44600,88177,78800,31200,10.77,10.76,10.75,10.74,10.73,14000,11243,74000,9600,41600
20181213,093502,10.78,10.79,10.8,10.81,10.82,19200,44600,88177,78800,31200,10.77,10.76,10.75,10.74,10.73,30800,11243,74000,9600,42600
20181213,093505,10.78,10.79,10.8,10.81,10.82,20700,47100,88177,78800,31200,10.77,10.76,10.75,10.74,10.73,30800,11243,74000,9600,42600
20181213,093508,10.78,10.79,10.8,10.81,10.82,15600,47100,97577,78800,31200,10.77,10.76,10.75,10.74,10.73,29700,11243,74000,9600,42600
20181213,093511,10.78,10.79,10.8,10.81,10.82,13800,46800,97577,78800,41200,10.77,10.76,10.75,10.74,10.73,29700,11243,74000,9600,42600
20181213,093514,10.78,10.79,10.8,10.81,10.82,19500,46800,297577,78800,42400,10.77,10.76,10.75,10.74,10.73,29400,11243,74000,9600,42600
20181213,093517,10.78,10.79,10.8,10.81,10.82,16800,46800,297577,78800,42400,10.77,10.76,10.75,10.74,10.73,28000,11243,74000,9600,42600
20181213,093520,10.78,10.79,10.8,10.81,10.82,20700,46800,299377,78800,42400,10.77,10.76,10.75,10.74,10.73,27200,11243,74000,9600,42600
20181213,093523,10.78,10.79,10.8,10.81,10.82,17100,46800,301377,78800,42400,10.77,10.76,10.75,10.74,10.73,26600,11243,74000,9600,42600
20181213,093526,10.78,10.79,10.8,10.81,10.82,17200,46800,301377,78800,42400,10.77,10.76,10.75,10.74,10.73,2100,11243,74000,9600,42600
20181213,093529,10.78,10.79,10.8,10.81,10.82,11300,46800,301377,78800,42400,10.77,10.76,10.75,10.74,10.73,700,11243,74000,9600,42600
20181213,093532,10.77,10.78,10.79,10.8,10.81,8300,15000,46800,301377,78800,10.76,10.75,10.74,10.73,10.72,10743,74000,9600,42600,29000
20181213,093535,10.78,10.79,10.8,10.81,10.82,14300,46800,301377,78800,42400,10.77,10.76,10.75,10.74,10.73,6400,10743,74000,9600,42600
20181213,093538,10.78,10.79,10.8,10.81,10.82,16800,46800,301377,78800,43545,10.77,10.76,10.75,10.74,10.73,6400,10743,74000,9600,42600
20181213,093541,10.78,10.79,10.8,10.81,10.82,8900,46800,301377,78800,33545,10.77,10.76,10.75,10.74,10.73,6000,10743,74000,9600,42600
20181213,093544,10.78,10.79,10.8,10.81,10.82,6700,46800,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,12200,11743,74000,9600,43500
20181213,093547,10.78,10.79,10.8,10.81,10.82,13900,46800,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,11800,11743,74000,9600,43500
20181213,093550,10.78,10.79,10.8,10.81,10.82,14500,47800,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,7400,11743,74000,10100,43500
20181213,093553,10.78,10.79,10.8,10.81,10.82,15200,47800,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,4700,12243,74000,10100,43500
20181213,093556,10.78,10.79,10.8,10.81,10.82,13600,57800,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,4700,21643,74000,10100,43500
20181213,093559,10.78,10.79,10.8,10.81,10.82,12900,55600,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,4800,21643,74000,10100,43500
20181213,093602,10.78,10.79,10.8,10.81,10.82,12900,55600,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,500,21643,74000,10100,43500
20181213,093605,10.78,10.79,10.8,10.81,10.82,11900,58100,301377,76300,33545,10.76,10.75,10.74,10.73,10.72,18943,73500,10100,43500,29000
20181213,093608,10.78,10.79,10.8,10.81,10.82,17500,63100,301377,76300,33545,10.76,10.75,10.74,10.73,10.72,6443,73500,10100,43500,29000
20181213,093611,10.78,10.79,10.8,10.81,10.82,17500,63100,301377,76300,33545,10.76,10.75,10.74,10.73,10.72,9043,73500,10100,43500,29000
20181213,093614,10.79,10.8,10.81,10.82,10.83,58200,301377,76300,33545,84800,10.78,10.77,10.76,10.75,10.74,4000,800,6543,73500,10100
20181213,093617,10.78,10.79,10.8,10.81,10.82,3480,58200,301377,76300,33545,10.77,10.76,10.75,10.74,10.73,4500,6543,73500,10100,43500
20181213,093620,10.77,10.78,10.79,10.8,10.81,4900,1800,61200,301377,76300,10.76,10.75,10.74,10.73,10.72,6143,81400,10100,43500,29000
20181213,093623,10.77,10.78,10.79,10.8,10.81,45200,500,61200,302377,76300,10.76,10.75,10.74,10.73,10.72,6243,81400,10100,43500,29000
20181213,093626,10.77,10.78,10.79,10.8,10.81,45200,500,61200,302377,76300,10.76,10.75,10.74,10.73,10.72,6243,81000,10100,43500,29000
20181213,093629,10.77,10.78,10.79,10.8,10.81,45200,500,61200,302377,77300,10.76,10.75,10.74,10.73,10.72,9843,81000,10100,43500,29000
20181213,093632,10.77,10.78,10.79,10.8,10.81,45200,500,61200,302677,77300,10.76,10.75,10.74,10.73,10.72,7443,81000,10100,43500,29000
20181213,093635,10.77,10.78,10.79,10.8,10.81,45200,500,59200,302677,77300,10.76,10.75,10.74,10.73,10.72,7143,81000,10100,43500,29000
20181213,093638,10.77,10.78,10.79,10.8,10.81,43600,500,59200,302677,77300,10.76,10.75,10.74,10.73,10.72,7043,82000,10100,43500,29000
20181213,093641,10.77,10.78,10.79,10.8,10.81,42500,500,62200,302677,77300,10.76,10.75,10.74,10.73,10.72,8143,82000,10100,43500,29000
20181213,093644,10.77,10.78,10.79,10.8,10.81,60500,2500,62200,302677,77300,10.76,10.75,10.74,10.73,10.72,8143,82000,10100,43500,29000
20181213,093647,10.77,10.78,10.79,10.8,10.81,58700,2500,62200,302677,77300,10.76,10.75,10.74,10.73,10.72,8543,82000,10100,43500,29000
20181213,093650,10.77,10.78,10.79,10.8,10.81,58700,2500,61200,301677,77300,10.76,10.75,10.74,10.73,10.72,8243,82000,10100,43500,29000
20181213,093653,10.76,10.77,10.78,10.79,10.8,26157,58700,2400,66200,301677,10.75,10.74,10.73,10.72,10.71,82000,10100,43500,29000,54400
20181213,093656,10.76,10.77,10.78,10.79,10.8,26157,58700,2400,67200,301677,10.75,10.74,10.73,10.72,10.71,82700,10100,43500,29000,54400
20181213,093702,10.76,10.77,10.78,10.79,10.8,26157,58700,2400,67200,301677,10.75,10.74,10.73,10.72,10.71,82800,10100,43500,29000,54400
20181213,093705,10.76,10.77,10.78,10.79,10.8,26857,58700,2400,67200,301677,10.75,10.74,10.73,10.72,10.71,84100,10100,43500,29000,54400
20181213,093708,10.76,10.77,10.78,10.79,10.8,22957,58700,2400,64700,301677,10.75,10.74,10.73,10.72,10.71,83000,10100,43500,29000,54400
20181213,093711,10.76,10.77,10.78,10.79,10.8,21257,58700,2400,67000,303677,10.75,10.74,10.73,10.72,10.71,75400,10100,43500,29000,54400
20181213,093714,10.76,10.77,10.78,10.79,10.8,20957,58700,2400,67000,303677,10.75,10.74,10.73,10.72,10.71,75400,10100,43500,29000,54400
20181213,093717,10.76,10.77,10.78,10.79,10.8,18157,58700,3900,67000,303677,10.75,10.74,10.73,10.72,10.71,74500,10100,43500,29000,54400
20181213,093720,10.76,10.77,10.78,10.79,10.8,25157,58700,11900,67000,303677,10.75,10.74,10.73,10.72,10.71,74500,10100,43500,29000,54400
20181213,093723,10.76,10.77,10.78,10.79,10.8,2400,58700,11900,67000,303677,10.75,10.74,10.73,10.72,10.71,72900,10100,43500,29000,54400
20181213,093726,10.76,10.77,10.78,10.79,10.8,100,58700,11900,67000,303677,10.75,10.74,10.73,10.72,10.71,79100,10100,43500,29000,54400
20181213,093729,10.77,10.78,10.79,10.8,10.81,58700,11900,67000,303677,77300,10.76,10.75,10.74,10.73,10.72,400,71600,10100,43500,29000
20181213,093732,10.77,10.78,10.79,10.8,10.81,30200,16800,67000,303677,77300,10.76,10.75,10.74,10.73,10.72,900,70800,10100,43500,29700
20181213,093735,10.77,10.78,10.79,10.8,10.81,29100,16800,67000,303677,77300,10.76,10.75,10.74,10.73,10.72,5900,70800,10100,43500,29700
20181213,093738,10.77,10.78,10.79,10.8,10.81,20600,16900,67000,303677,77300,10.76,10.75,10.74,10.73,10.72,4000,70800,10100,43500,29700
20181213,093741,10.77,10.78,10.79,10.8,10.81,2200,16900,67000,303677,77300,10.76,10.75,10.74,10.73,10.72,3700,70800,10100,43500,29700
20181213,093744,10.78,10.79,10.8,10.81,10.82,23700,67000,303677,77300,45045,10.77,10.76,10.75,10.74,10.73,6000,12000,70800,10100,43500
20181213,093747,10.78,10.79,10.8,10.81,10.82,23700,74000,303677,77300,45045,10.77,10.76,10.75,10.74,10.73,7500,12000,71800,10100,43500
20181213,093750,10.78,10.79,10.8,10.81,10.82,23600,74000,303677,77300,45045,10.77,10.76,10.75,10.74,10.73,8600,11300,71800,10100,43500
20181213,093753,10.78,10.79,10.8,10.81,10.82,22400,74000,303677,77300,45045,10.77,10.76,10.75,10.74,10.73,2700,11300,71800,10100,43500
20181213,093756,10.77,10.78,10.79,10.8,10.81,1300,22400,74000,303677,77300,10.76,10.75,10.74,10.73,10.72,3800,71800,10100,43500,29700
20181213,093759,10.77,10.78,10.79,10.8,10.81,1200,27200,74000,303677,77300,10.76,10.75,10.74,10.73,10.72,4500,71800,10100,43500,29700
20181213,093802,10.77,10.78,10.79,10.8,10.81,1100,27200,74000,303677,77300,10.76,10.75,10.74,10.73,10.72,11300,71800,10100,43500,29700
20181213,093805,10.77,10.78,10.79,10.8,10.81,1100,27200,74000,303677,77300,10.76,10.75,10.74,10.73,10.72,11300,71800,10100,43500,29700
20181213,093808,10.78,10.79,10.8,10.81,10.82,77200,75300,303677,77300,45045,10.77,10.76,10.75,10.74,10.73,200,9900,72300,10100,43500
20181213,093811,10.78,10.79,10.8,10.81,10.82,77400,75300,303677,77300,45045,10.76,10.75,10.74,10.73,10.72,2800,72300,10100,43500,32100
20181213,093814,10.78,10.79,10.8,10.81,10.82,77400,75800,303677,77300,45045,10.77,10.76,10.75,10.74,10.73,100,3200,72300,10100,43500
20181213,093817,10.78,10.79,10.8,10.81,10.82,77400,66500,303677,77300,45045,10.76,10.75,10.74,10.73,10.72,3300,72300,10100,43500,32100
20181213,093820,10.77,10.78,10.79,10.8,10.81,100,72700,66500,303677,77300,10.76,10.75,10.74,10.73,10.72,2900,72300,10100,43500,32100
20181213,093823,10.78,10.79,10.8,10.81,10.82,50400,66500,303677,80200,45045,10.76,10.75,10.74,10.73,10.72,2800,72300,10100,43500,32100
20181213,093826,10.78,10.79,10.8,10.81,10.82,50400,66500,303677,80200,45045,10.76,10.75,10.74,10.73,10.72,1800,72300,10100,43500,32100
20181213,093829,10.78,10.79,10.8,10.81,10.82,61600,66500,303677,80200,45045,10.76,10.75,10.74,10.73,10.72,1900,72300,10100,43500,32100
20181213,093832,10.78,10.79,10.8,10.81,10.82,61500,63500,303677,80200,45045,10.76,10.75,10.74,10.73,10.72,200,72300,10100,43500,32100
20181213,093835,10.78,10.79,10.8,10.81,10.82,61500,63200,303677,80200,45045,10.76,10.75,10.74,10.73,10.72,5700,72300,10100,43500,32100
20181213,093838,10.78,10.79,10.8,10.81,10.82,60500,63200,303677,80200,45045,10.76,10.75,10.74,10.73,10.72,5000,72300,10100,43500,32100
20181213,093841,10.77,10.78,10.79,10.8,10.81,20000,258400,63200,303677,80200,10.76,10.75,10.74,10.73,10.72,5000,72600,10100,43500,32100
20181213,093844,10.77,10.78,10.79,10.8,10.81,17800,258900,63200,303677,80200,10.76,10.75,10.74,10.73,10.72,5400,72600,10100,43500,32100
20181213,093847,10.77,10.78,10.79,10.8,10.81,16800,258900,63200,303677,80200,10.76,10.75,10.74,10.73,10.72,5400,72600,10600,43500,32100
20181213,093850,10.77,10.78,10.79,10.8,10.81,15700,258900,63200,303677,80200,10.76,10.75,10.74,10.73,10.72,5400,72600,10600,43500,32100
20181213,093853,10.77,10.78,10.79,10.8,10.81,14100,258900,63200,303677,80200,10.76,10.75,10.74,10.73,10.72,6500,72600,10600,43500,32100
