DATE,TIME,PRICE,SIZE
20181213,09302980,10.78,600
20181213,09302980,10.78,1000
20181213,09302980,10.78,100
20181213,09302980,10.78,30400
20181213,09302980,10.78,100
20181213,09302980,10.78,11500
20181213,09303210,10.79,400
20181213,09303210,10.79,10000
20181213,09303210,10.79,200
20181213,09303210,10.79,3900
20181213,09303210,10.79,200
20181213,09303280,10.79,10200
20181213,09303280,10.79,18300
20181213,09303490,10.79,5800
20181213,09303580,10.8,300
20181213,09303640,10.79,1300
20181213,09303650,10.8,700
20181213,09303650,10.8,400
20181213,09303650,10.79,2000
20181213,09303650,10.79,300
20181213,09303650,10.79,3500
20181213,09303750,10.8,300
20181213,09303850,10.79,4100
20181213,09303880,10.79,5800
20181213,09303950,10.79,1400
20181213,09304060,10.79,200
20181213,09304160,10.79,100
20181213,09304170,10.79,300
20181213,09304290,10.8,800
20181213,09304290,10.8,300
20181213,09304300,10.8,300
20181213,09304330,10.79,300
20181213,09304420,10.79,300
20181213,09304430,10.79,700
20181213,09304460,10.79,200
20181213,09304480,10.79,200
20181213,09304480,10.79,1400
20181213,09304480,10.79,100
20181213,09304480,10.79,400
20181213,09304480,10.79,300
20181213,09304480,10.79,100
20181213,09304490,10.79,100
20181213,09304490,10.79,200
20181213,09304500,10.79,1400
20181213,09304500,10.79,100
20181213,09304510,10.79,200
20181213,09304520,10.79,800
20181213,09304540,10.79,2800
20181213,09304560,10.8,400
20181213,09304560,10.8,1000
20181213,09304560,10.8,100
20181213,09304560,10.79,3600
20181213,09304580,10.79,3000
20181213,09304580,10.79,700
20181213,09304580,10.79,200
20181213,09304580,10.79,1500
20181213,09304580,10.79,14600
20181213,09304760,10.79,200
20181213,09304780,10.79,200
20181213,09304780,10.79,200
20181213,09304880,10.79,600
20181213,09304880,10.79,300
20181213,09304950,10.79,500
20181213,09305060,10.79,200
20181213,09305060,10.79,1400
20181213,09305060,10.79,700
20181213,09305060,10.79,100
20181213,09305080,10.79,1100
20181213,09305400,10.79,2300
20181213,09305400,10.79,200
20181213,09305400,10.79,1100
20181213,09305400,10.79,3000
20181213,09305400,10.79,500
20181213,09305400,10.79,200
20181213,09305500,10.79,200
20181213,09305960,10.78,800
20181213,09310100,10.79,700
20181213,09310100,10.79,3600
20181213,09310100,10.8,400
20181213,09310100,10.8,200
20181213,09310100,10.8,2000
20181213,09310100,10.8,2000
20181213,09310100,10.8,600
20181213,09310100,10.8,5000
20181213,09310100,10.8,3000
20181213,09310100,10.8,800
20181213,09310250,10.79,100
20181213,09310270,10.78,100
20181213,09310280,10.78,100
20181213,09310280,10.78,100
20181213,09310280,10.78,200
20181213,09310280,10.78,200
20181213,09310300,10.78,100
20181213,09310310,10.79,2000
20181213,09310380,10.79,1100
20181213,09310520,10.79,200
20181213,09310570,10.78,200
20181213,09310570,10.78,100
20181213,09310570,10.78,100
20181213,09310610,10.78,600
20181213,09310860,10.78,200
20181213,09311010,10.78,600
20181213,09311010,10.78,4700
20181213,09311010,10.78,300
20181213,09311380,10.78,200
20181213,09311380,10.78,100
20181213,09311380,10.78,1000
20181213,09311380,10.78,200
20181213,09311380,10.79,3400
20181213,09311550,10.79,1600
20181213,09311620,10.79,100
20181213,09311640,10.77,400
20181213,09311680,10.79,1000
20181213,09311680,10.79,500
20181213,09311680,10.79,1000
20181213,09311680,10.79,600
20181213,09311730,10.79,2400
20181213,09311730,10.79,200
20181213,09311730,10.79,100
20181213,09311730,10.79,100
20181213,09311730,10.79,100
20181213,09311730,10.79,200
20181213,09311730,10.79,300
20181213,09311730,10.79,300
20181213,09311730,10.79,100
20181213,09311730,10.79,2000
20181213,09311730,10.79,1400
20181213,09311730,10.79,100
20181213,09311730,10.79,400
20181213,09311730,10.79,900
20181213,09311740,10.79,400
20181213,09311740,10.79,1400
20181213,09311750,10.79,2000
20181213,09311750,10.79,300
20181213,09311750,10.79,300
20181213,09311750,10.79,100
20181213,09311750,10.79,1100
20181213,09311760,10.79,600
20181213,09311760,10.79,1000
20181213,09311760,10.79,400
20181213,09311770,10.79,500
20181213,09311770,10.79,600
20181213,09311770,10.79,1500
20181213,09311780,10.79,900
20181213,09311780,10.79,400
20181213,09311780,10.79,700
20181213,09311790,10.79,100
20181213,09312220,10.79,200
20181213,09312360,10.79,1100
20181213,09312380,10.79,2500
20181213,09312400,10.79,2400
20181213,09312510,10.78,200
20181213,09312510,10.78,100
20181213,09312530,10.78,2200
20181213,09312680,10.78,6100
20181213,09312890,10.78,200
20181213,09313040,10.77,100
20181213,09313040,10.77,600
20181213,09313040,10.77,800
20181213,09313040,10.77,200
20181213,09313040,10.77,1100
20181213,09313040,10.77,100
20181213,09313040,10.77,400
20181213,09313040,10.77,100
20181213,09313040,10.77,700
20181213,09313170,10.76,300
20181213,09313170,10.76,300
20181213,09313170,10.76,100
20181213,09313170,10.76,200
20181213,09313170,10.76,500
20181213,09313170,10.76,300
20181213,09313170,10.76,1000
20181213,09313170,10.76,600
20181213,09313170,10.76,900
20181213,09313170,10.75,800
20181213,09313180,10.75,2000
20181213,09313220,10.77,14800
20181213,09313330,10.77,1100
20181213,09313330,10.77,400
20181213,09313330,10.78,1400
20181213,09313330,10.78,4900
20181213,09313510,10.77,400
20181213,09313590,10.77,100
20181213,09313590,10.78,200
20181213,09313790,10.76,100
20181213,09313790,10.76,400
20181213,09313790,10.76,2000
20181213,09313790,10.76,800
20181213,09313860,10.76,900
20181213,09313860,10.77,2700
20181213,09313910,10.77,300
20181213,09313990,10.77,1100
20181213,09314060,10.77,1200
20181213,09314120,10.76,200
20181213,09314120,10.76,100
20181213,09314170,10.77,900
20181213,09314180,10.77,6200
20181213,09314180,10.77,600
20181213,09314420,10.77,1900
20181213,09314560,10.77,1600
20181213,09314560,10.77,1700
20181213,09314560,10.77,3900
20181213,09314560,10.77,3200
20181213,09314620,10.78,1600
20181213,09314710,10.78,400
20181213,09314860,10.78,400
20181213,09314860,10.78,1400
20181213,09314870,10.78,100
20181213,09314870,10.78,1000
20181213,09314870,10.78,1000
20181213,09314870,10.78,900
20181213,09314870,10.78,100
20181213,09314870,10.78,100
20181213,09314870,10.78,1200
20181213,09314870,10.78,900
20181213,09314870,10.78,100
20181213,09314870,10.78,2400
20181213,09314870,10.78,200
20181213,09314880,10.78,1100
20181213,09314880,10.78,300
20181213,09314880,10.78,600
20181213,09314880,10.78,400
20181213,09314880,10.78,400
20181213,09314880,10.78,400
20181213,09314880,10.78,2100
20181213,09314880,10.78,100
20181213,09314880,10.78,500
20181213,09314880,10.78,600
20181213,09314880,10.78,1000
20181213,09314890,10.78,1100
20181213,09314890,10.79,400
20181213,09314890,10.79,300
20181213,09314890,10.79,600
20181213,09314890,10.79,100
20181213,09314890,10.79,100
20181213,09314900,10.79,300
20181213,09314930,10.77,1600
20181213,09314930,10.77,100
20181213,09314930,10.77,800
20181213,09314930,10.76,100
20181213,09314930,10.76,600
20181213,09314930,10.76,100
20181213,09314930,10.76,300
20181213,09314950,10.78,700
20181213,09315070,10.77,100
20181213,09315080,10.77,100
20181213,09315120,10.77,100
20181213,09315120,10.77,100
20181213,09315120,10.77,100
20181213,09315120,10.77,200
20181213,09315120,10.77,100
20181213,09315120,10.77,100
20181213,09315130,10.77,100
20181213,09315380,10.77,400
20181213,09315380,10.77,400
20181213,09315380,10.77,600
20181213,09315380,10.77,200
20181213,09315410,10.77,3600
20181213,09315420,10.77,100
20181213,09315430,10.77,100
20181213,09315670,10.77,100
20181213,09315800,10.76,100
20181213,09315800,10.76,3900
20181213,09315880,10.77,300
20181213,09315880,10.77,1600
20181213,09320250,10.77,2100
20181213,09320300,10.77,1400
20181213,09320300,10.77,300
20181213,09320310,10.77,400
20181213,09320310,10.77,300
20181213,09320310,10.77,900
20181213,09320310,10.77,100
20181213,09320310,10.77,900
20181213,09320310,10.77,300
20181213,09320310,10.77,100
20181213,09320310,10.79,2000
20181213,09320310,10.79,400
20181213,09320310,10.79,200
20181213,09320320,10.79,600
20181213,09320320,10.79,400
20181213,09320320,10.79,400
20181213,09320320,10.79,2100
20181213,09320320,10.79,1400
20181213,09320320,10.79,1100
20181213,09320330,10.79,1000
20181213,09320330,10.79,600
20181213,09320330,10.79,100
20181213,09320330,10.79,2000
20181213,09320330,10.79,1500
20181213,09320330,10.79,500
20181213,09320330,10.79,100
20181213,09320330,10.76,600
20181213,09320340,10.79,300
20181213,09320350,10.79,100
20181213,09320350,10.79,100
20181213,09320350,10.79,700
20181213,09320350,10.79,600
20181213,09320480,10.77,200
20181213,09320490,10.78,1400
20181213,09320490,10.79,200
20181213,09320610,10.77,400
20181213,09320630,10.77,400
20181213,09320750,10.77,700
20181213,09320800,10.77,1500
20181213,09320880,10.77,300
20181213,09320910,10.77,2200
20181213,09321200,10.77,200
20181213,09321230,10.77,1100
20181213,09321260,10.77,200
20181213,09321330,10.77,1800
20181213,09321390,10.77,1100
20181213,09321670,10.77,500
20181213,09321670,10.77,1700
20181213,09321700,10.76,2200
20181213,09321780,10.76,400
20181213,09321930,10.77,200
20181213,09322680,10.76,100
20181213,09322960,10.76,6700
20181213,09323130,10.77,1700
20181213,09323330,10.76,300
20181213,09323480,10.77,100
20181213,09323560,10.77,1100
20181213,09323680,10.77,1500
20181213,09323700,10.76,900
20181213,09323770,10.77,1500
20181213,09323990,10.76,400
20181213,09324130,10.77,300
20181213,09324280,10.77,300
20181213,09324300,10.77,100
20181213,09324470,10.77,200
20181213,09324590,10.77,1100
20181213,09324850,10.77,200
20181213,09325180,10.77,1000
20181213,09325680,10.77,1600
20181213,09325810,10.76,400
20181213,09330100,10.76,2500
20181213,09330100,10.76,1800
20181213,09330100,10.76,1500
20181213,09330330,10.76,300
20181213,09330350,10.76,200
20181213,09330350,10.76,100
20181213,09330350,10.76,100
20181213,09330370,10.77,1100
20181213,09330540,10.77,200
20181213,09330600,10.77,300
20181213,09330640,10.77,900
20181213,09330640,10.77,1400
20181213,09330640,10.77,400
20181213,09330650,10.77,900
20181213,09330650,10.77,100
20181213,09330650,10.77,2000
20181213,09330650,10.77,100
20181213,09330650,10.77,100
20181213,09330650,10.77,100
20181213,09330650,10.77,100
20181213,09330650,10.77,100
20181213,09330650,10.77,100
20181213,09330650,10.77,100
20181213,09330650,10.77,100
20181213,09330650,10.77,600
20181213,09330650,10.77,200
20181213,09330650,10.77,100
20181213,09330650,10.77,300
20181213,09330650,10.77,500
20181213,09330650,10.77,2400
20181213,09330650,10.77,200
20181213,09330650,10.77,100
20181213,09330660,10.77,600
20181213,09330660,10.77,400
20181213,09330660,10.77,200
20181213,09330660,10.77,1100
20181213,09330660,10.77,1400
20181213,09330660,10.77,600
20181213,09330660,10.77,300
20181213,09330670,10.77,500
20181213,09330670,10.77,400
20181213,09330670,10.77,100
20181213,09330670,10.77,1000
20181213,09330680,10.77,600
20181213,09330680,10.77,300
20181213,09330700,10.77,800
20181213,09330700,10.77,700
20181213,09330700,10.77,100
20181213,09330700,10.77,200
20181213,09330700,10.78,500
20181213,09330730,10.76,100
20181213,09330730,10.76,300
20181213,09330830,10.78,1600
20181213,09331140,10.78,1100
20181213,09331190,10.78,1300
20181213,09331190,10.78,2000
20181213,09331190,10.78,2200
20181213,09331310,10.77,4800
20181213,09331310,10.76,1500
20181213,09331310,10.76,500
20181213,09331570,10.77,400
20181213,09331620,10.78,300
20181213,09331840,10.77,100
20181213,09331860,10.77,100
20181213,09331870,10.77,100
20181213,09332140,10.78,500
20181213,09332140,10.78,1000
20181213,09332270,10.77,1000
20181213,09332270,10.77,1200
20181213,09332270,10.77,100
20181213,09332320,10.77,2357
20181213,09332480,10.77,643
20181213,09332480,10.77,100
20181213,09332480,10.77,700
20181213,09332480,10.77,100
20181213,09332640,10.77,257
20181213,09332890,10.78,1000
20181213,09332890,10.78,1400
20181213,09332900,10.78,900
20181213,09332900,10.78,400
20181213,09332900,10.78,400
20181213,09332900,10.78,600
20181213,09332900,10.78,400
20181213,09332900,10.78,2100
20181213,09332910,10.78,600
20181213,09332910,10.78,200
20181213,09332910,10.78,1000
20181213,09332910,10.78,2000
20181213,09332910,10.78,100
20181213,09332910,10.78,100
20181213,09332920,10.78,100
20181213,09332920,10.78,1500
20181213,09332920,10.78,500
20181213,09332930,10.78,100
20181213,09332930,10.78,300
20181213,09332980,10.78,1400
20181213,09333000,10.78,600
20181213,09333020,10.78,1400
20181213,09333020,10.78,300
20181213,09333050,10.78,900
20181213,09333070,10.78,700
20181213,09333100,10.78,300
20181213,09333180,10.78,1900
20181213,09333180,10.78,100
20181213,09333180,10.78,1000
20181213,09333180,10.79,1100
20181213,09333240,10.79,100
20181213,09333330,10.78,1300
20181213,09333330,10.78,300
20181213,09333370,10.77,343
20181213,09333370,10.77,57
20181213,09333370,10.78,1800
20181213,09333490,10.77,400
20181213,09333700,10.78,300
20181213,09333810,10.78,1600
20181213,09333960,10.78,1100
20181213,09334020,10.78,200
20181213,09334030,10.77,100
20181213,09334050,10.77,100
20181213,09334070,10.77,100
20181213,09334070,10.77,143
20181213,09334070,10.77,400
20181213,09334070,10.77,400
20181213,09334070,10.77,400
20181213,09334070,10.77,1000
20181213,09334070,10.76,100
20181213,09334070,10.76,1000
20181213,09334070,10.76,1000
20181213,09334070,10.76,100
20181213,09334070,10.76,1257
20181213,09334370,10.77,1100
20181213,09340310,10.77,500
20181213,09340430,10.76,443
20181213,09340430,10.76,57
20181213,09340520,10.76,243
20181213,09340520,10.76,57
20181213,09340590,10.76,43
20181213,09340590,10.76,257
20181213,09340640,10.77,1100
20181213,09340660,10.77,200
20181213,09340720,10.77,300
20181213,09340790,10.76,100
20181213,09340920,10.77,200
20181213,09340920,10.77,400
20181213,09340920,10.77,900
20181213,09340930,10.77,300
20181213,09340930,10.77,900
20181213,09340930,10.77,2400
20181213,09340930,10.77,100
20181213,09340930,10.77,600
20181213,09340930,10.77,500
20181213,09340930,10.77,300
20181213,09340930,10.78,700
20181213,09340930,10.78,1400
20181213,09340930,10.78,1700
20181213,09340930,10.78,300
20181213,09340930,10.78,200
20181213,09340930,10.78,600
20181213,09340930,10.78,400
20181213,09340940,10.78,100
20181213,09340940,10.78,400
20181213,09340940,10.78,200
20181213,09340940,10.78,800
20181213,09340940,10.78,900
20181213,09340940,10.78,200
20181213,09340940,10.78,600
20181213,09340940,10.78,1000
20181213,09340940,10.78,300
20181213,09340950,10.78,300
20181213,09340950,10.78,500
20181213,09340950,10.78,100
20181213,09340950,10.78,300
20181213,09340950,10.78,100
20181213,09340950,10.78,100
20181213,09340950,10.78,100
20181213,09340960,10.78,600
20181213,09340970,10.78,1000
20181213,09340970,10.79,500
20181213,09341000,10.79,700
20181213,09341150,10.77,1600
20181213,09341180,10.77,400
20181213,09341300,10.78,1100
20181213,09341480,10.78,300
20181213,09341490,10.78,3200
20181213,09341670,10.78,300
20181213,09341740,10.79,300
20181213,09342020,10.78,800
20181213,09342210,10.78,800
20181213,09342210,10.78,1300
20181213,09342210,10.78,200
20181213,09342270,10.79,400
20181213,09343150,10.79,400
20181213,09343150,10.79,2400
20181213,09343160,10.78,1300
20181213,09343160,10.78,700
20181213,09343160,10.78,1700
20181213,09343160,10.79,200
20181213,09343160,10.79,100
20181213,09343160,10.79,2100
20181213,09343160,10.79,1400
20181213,09343160,10.79,800
20181213,09343160,10.79,100
20181213,09343170,10.79,600
20181213,09343170,10.79,1100
20181213,09343170,10.79,200
20181213,09343170,10.79,200
20181213,09343170,10.79,200
20181213,09343170,10.79,800
20181213,09343170,10.79,2000
20181213,09343170,10.79,100
20181213,09343170,10.79,1000
20181213,09343170,10.79,600
20181213,09343170,10.79,300
20181213,09343170,10.79,100
20181213,09343170,10.79,100
20181213,09343170,10.79,400
20181213,09343170,10.79,400
20181213,09343170,10.79,300
20181213,09343180,10.79,500
20181213,09343180,10.79,100
20181213,09343200,10.79,300
20181213,09343210,10.79,1500
20181213,09343210,10.79,600
20181213,09343220,10.79,900
20181213,09343280,10.78,7400
20181213,09343280,10.79,700
20181213,09343350,10.78,300
20181213,09343400,10.79,300
20181213,09343400,10.79,200
20181213,09343400,10.79,1000
20181213,09343400,10.79,2000
20181213,09343400,10.79,2100
20181213,09343400,10.79,300
20181213,09343400,10.79,600
20181213,09343420,10.78,10900
20181213,09343420,10.78,100
20181213,09343420,10.78,100
20181213,09343420,10.78,1500
20181213,09343420,10.78,500
20181213,09343420,10.78,100
20181213,09343560,10.78,400
20181213,09343840,10.78,2400
20181213,09343870,10.78,2100
20181213,09344010,10.77,400
20181213,09344040,10.78,1600
20181213,09344110,10.78,400
20181213,09344120,10.77,500
20181213,09344200,10.78,300
20181213,09344300,10.77,500
20181213,09344430,10.78,1200
20181213,09344570,10.78,300
20181213,09344610,10.78,1100
20181213,09344670,10.77,2800
20181213,09344990,10.78,2000
20181213,09345250,10.78,100
20181213,09345490,10.78,1000
20181213,09345960,10.78,7000
20181213,09350020,10.78,100
20181213,09350050,10.77,100
20181213,09350100,10.78,1400
20181213,09350420,10.78,1000
20181213,09350590,10.78,400
20181213,09350610,10.78,100
20181213,09350650,10.77,800
20181213,09350700,10.77,400
20181213,09350750,10.78,200
20181213,09350810,10.78,5800
20181213,09350820,10.78,1100
20181213,09351040,10.78,1800
20181213,09351150,10.78,300
20181213,09351320,10.77,300
20181213,09351580,10.78,200
20181213,09351590,10.78,1100
20181213,09351610,10.77,800
20181213,09351640,10.77,600
20181213,09351700,10.78,1500
20181213,09351760,10.78,200
20181213,09351770,10.78,200
20181213,09351770,10.78,200
20181213,09351810,10.77,400
20181213,09352000,10.77,400
20181213,09352290,10.78,1300
20181213,09352290,10.78,800
20181213,09352290,10.78,100
20181213,09352290,10.78,2400
20181213,09352390,10.77,2600
20181213,09352390,10.77,100
20181213,09352390,10.77,800
20181213,09352390,10.77,100
20181213,09352390,10.77,400
20181213,09352390,10.77,700
20181213,09352390,10.77,100
20181213,09352390,10.77,2300
20181213,09352390,10.77,1000
20181213,09352390,10.77,1500
20181213,09352390,10.77,15600
20181213,09352690,10.78,500
20181213,09352690,10.78,500
20181213,09352690,10.78,2000
20181213,09352690,10.78,2500
20181213,09352690,10.78,900
20181213,09352770,10.78,100
20181213,09352820,10.77,1300
20181213,09352830,10.78,100
20181213,09353180,10.77,700
20181213,09353220,10.76,500
20181213,09353430,10.77,8300
20181213,09353430,10.77,100
20181213,09353430,10.77,700
20181213,09353430,10.77,500
20181213,09353450,10.77,5800
20181213,09353860,10.78,300
20181213,09353910,10.78,2500
20181213,09353910,10.78,100
20181213,09353910,10.78,500
20181213,09353910,10.77,400
20181213,09353930,10.78,1100
20181213,09353970,10.78,400
20181213,09353970,10.78,100
20181213,09353970,10.78,4500
20181213,09353970,10.78,400
20181213,09354350,10.78,300
20181213,09354360,10.78,300
20181213,09354360,10.78,100
20181213,09354360,10.78,1200
20181213,09354360,10.78,300
20181213,09354580,10.78,1700
20181213,09354600,10.78,500
20181213,09354600,10.78,600
20181213,09354720,10.77,400
20181213,09354880,10.78,400
20181213,09354990,10.77,3400
20181213,09355020,10.77,300
20181213,09355030,10.77,700
20181213,09355080,10.77,200
20181213,09355170,10.77,1000
20181213,09355170,10.77,100
20181213,09355170,10.77,1400
20181213,09355510,10.78,1500
20181213,09355510,10.78,100
20181213,09355680,10.78,700
20181213,09360110,10.77,4700
20181213,09360110,10.77,100
20181213,09360110,10.77,1000
20181213,09360270,10.77,100
20181213,09360460,10.78,1100
20181213,09360500,10.77,400
20181213,09360500,10.76,2700
20181213,09360610,10.76,5800
20181213,09360630,10.78,100
20181213,09360630,10.78,100
20181213,09360680,10.76,643
20181213,09360680,10.76,1400
20181213,09360680,10.76,100
20181213,09360680,10.76,100
20181213,09360680,10.76,1000
20181213,09360680,10.76,500
20181213,09360680,10.76,2057
20181213,09360700,10.76,900
20181213,09360820,10.78,2900
20181213,09360920,10.78,200
20181213,09360950,10.76,400
20181213,09361070,10.78,1300
20181213,09361150,10.76,3500
20181213,09361180,10.78,1400
20181213,09361190,10.78,100
20181213,09361190,10.78,400
20181213,09361190,10.78,900
20181213,09361190,10.78,900
20181213,09361190,10.78,1800
20181213,09361190,10.78,600
20181213,09361190,10.78,100
20181213,09361190,10.78,300
20181213,09361190,10.78,100
20181213,09361190,10.78,1700
20181213,09361190,10.78,400
20181213,09361200,10.78,500
20181213,09361200,10.78,100
20181213,09361200,10.78,200
20181213,09361200,10.78,100
20181213,09361200,10.78,1100
20181213,09361200,10.78,1400
20181213,09361200,10.78,1000
20181213,09361200,10.78,600
20181213,09361200,10.78,1600
20181213,09361200,10.78,400
20181213,09361200,10.78,100
20181213,09361210,10.78,400
20181213,09361210,10.78,500
20181213,09361210,10.78,600
20181213,09361220,10.78,200
20181213,09361220,10.79,100
20181213,09361220,10.79,1500
20181213,09361220,10.79,200
20181213,09361230,10.79,100
20181213,09361230,10.79,100
20181213,09361230,10.79,700
20181213,09361250,10.79,300
20181213,09361370,10.79,1600
20181213,09361390,10.79,300
20181213,09361460,10.78,300
20181213,09361470,10.78,400
20181213,09361470,10.78,200
20181213,09361470,10.78,100
20181213,09361480,10.78,3000
20181213,09361620,10.78,200
20181213,09361620,10.78,100
20181213,09361620,10.78,100
20181213,09361620,10.78,100
20181213,09361620,10.78,600
20181213,09361730,10.77,800
20181213,09361750,10.77,4500
20181213,09361750,10.76,1300
20181213,09361920,10.77,2000
20181213,09361950,10.77,800
20181213,09361950,10.76,400
20181213,09363140,10.76,843
20181213,09363140,10.76,2357
20181213,09363460,10.76,300
20181213,09363710,10.76,100
20181213,09363800,10.77,1600
20181213,09363970,10.76,243
20181213,09363970,10.76,300
20181213,09363970,10.76,857
20181213,09364070,10.77,1100
20181213,09364170,10.77,1200
20181213,09364170,10.77,300
20181213,09364290,10.77,300
20181213,09364390,10.77,200
20181213,09364550,10.77,200
20181213,09364550,10.77,1600
20181213,09364840,10.76,300
20181213,09365080,10.76,843
20181213,09365080,10.76,100
20181213,09365080,10.76,2200
20181213,09365080,10.76,1400
20181213,09365080,10.76,800
20181213,09365080,10.76,100
20181213,09365080,10.76,2400
20181213,09365080,10.76,400
20181213,09365190,10.76,1600
20181213,09370700,10.76,1100
20181213,09370740,10.75,700
20181213,09370760,10.76,1500
20181213,09370760,10.76,1100
20181213,09370790,10.76,300
20181213,09370830,10.75,400
20181213,09371060,10.76,1500
20181213,09371060,10.75,8600
20181213,09371140,10.76,200
20181213,09371190,10.76,300
20181213,09371520,10.76,2800
20181213,09371660,10.75,500
20181213,09371730,10.75,400
20181213,09372040,10.75,1400
20181213,09372060,10.75,1200
20181213,09372140,10.76,1000
20181213,09372140,10.76,100
20181213,09372140,10.76,3500
20181213,09372300,10.76,1200
20181213,09372400,10.76,300
20181213,09372470,10.76,100
20181213,09372660,10.76,100
20181213,09372940,10.77,22700
20181213,09372950,10.77,100
20181213,09372970,10.77,1700
20181213,09372990,10.76,100
20181213,09373080,10.77,4000
20181213,09373150,10.76,100
20181213,09373540,10.77,1100
20181213,09373560,10.77,4000
20181213,09373600,10.77,1600
20181213,09373620,10.77,200
20181213,09373680,10.77,300
20181213,09373680,10.77,1300
20181213,09373750,10.76,100
20181213,09373750,10.76,100
20181213,09373750,10.76,700
20181213,09373750,10.76,1000
20181213,09373780,10.77,1100
20181213,09373860,10.76,400
20181213,09373990,10.77,600
20181213,09373990,10.77,2900
20181213,09374030,10.77,700
20181213,09374040,10.77,400
20181213,09374040,10.77,300
20181213,09374040,10.77,3300
20181213,09374040,10.77,200
20181213,09374040,10.77,700
20181213,09374040,10.77,500
20181213,09374040,10.77,300
20181213,09374050,10.77,800
20181213,09374050,10.77,600
20181213,09374050,10.77,400
20181213,09374050,10.77,400
20181213,09374050,10.77,400
20181213,09374050,10.77,700
20181213,09374050,10.77,100
20181213,09374050,10.77,100
20181213,09374050,10.77,600
20181213,09374050,10.77,600
20181213,09374050,10.77,800
20181213,09374070,10.77,700
20181213,09374070,10.77,700
20181213,09374070,10.77,500
20181213,09374080,10.77,400
20181213,09374120,10.77,700
20181213,09374160,10.77,2200
20181213,09374180,10.78,200
20181213,09374970,10.77,300
20181213,09375040,10.78,100
20181213,09375150,10.78,100
20181213,09375150,10.78,1100
20181213,09375260,10.77,1600
20181213,09375310,10.77,1400
20181213,09375310,10.77,100
20181213,09375310,10.77,100
20181213,09375310,10.77,300
20181213,09375310,10.77,2300
20181213,09375310,10.77,800
20181213,09375360,10.77,200
20181213,09375420,10.77,400
20181213,09375420,10.77,400
20181213,09375580,10.77,900
20181213,09375580,10.77,100
20181213,09375580,10.77,700
20181213,09375580,10.77,100
